lemma	frequency	rank	band_id
dominación	64.0	8010	9
circunstancial	64.0	8011	9
atropello	64.0	8012	9
musa	64.0	8013	9
partidas	64.0	8014	9
scout	64.0	8015	9
esfumar	64.0	8016	9
scouts	64.0	8017	9
barca	64.0	8018	9
perjuicio	64.0	8019	9
crónico	64.0	8020	9
constructivo	64.0	8021	9
incendiado	64.0	8022	9
pekín	64.0	8023	9
centenar	64.0	8024	9
navaja	64.0	8025	9
consolidar	64.0	8026	9
agrícola	64.0	8027	9
bajado	64.0	8028	9
caries	64.0	8029	9
soplete	64.0	8030	9
milagrosamente	64.0	8031	9
desertor	64.0	8032	9
guerrillero	64.0	8033	9
idealista	64.0	8034	9
sinónimo	64.0	8035	9
autopistas	64.0	8036	9
integración	64.0	8037	9
territorial	64.0	8038	9
fetal	64.0	8039	9
científicamente	64.0	8040	9
viudo	64.0	8041	9
chalet	64.0	8042	9
suprimir	64.0	8043	9
beneficioso	64.0	8044	9
psicológicamente	64.0	8045	9
relucir	63.0	8046	9
simbolizar	63.0	8047	9
ateo	63.0	8048	9
aplazamiento	63.0	8049	9
liderado	63.0	8050	9
latente	63.0	8051	9
vegetación	63.0	8052	9
cooperativo	63.0	8053	9
preservativo	63.0	8054	9
debilitado	63.0	8055	9
precavido	63.0	8056	9
manutención	63.0	8057	9
obediente	63.0	8058	9
cisterna	63.0	8059	9
migaja	63.0	8060	9
alterno	63.0	8061	9
solemne	63.0	8062	9
cooperativa	63.0	8063	9
retrovisor	63.0	8064	9
desperdicio	63.0	8065	9
acariciar	63.0	8066	9
esmalte	63.0	8067	9
descarado	63.0	8068	9
represión	63.0	8069	9
afición	63.0	8070	9
arce	63.0	8071	9
impulsado	63.0	8072	9
continental	63.0	8073	9
apelaciones	63.0	8074	9
utensilio	63.0	8075	9
heredado	63.0	8076	9
estocolmo	63.0	8077	9
finos	63.0	8078	9
formular	63.0	8079	9
antidroga	63.0	8080	9
maltrato	63.0	8081	9
calambre	63.0	8082	9
industriales	63.0	8083	9
oncólogo	63.0	8084	9
monopolio	63.0	8085	9
calculadora	62.0	8086	9
degradante	62.0	8087	9
intolerancia	62.0	8088	9
cuestionable	62.0	8089	9
capitales	62.0	8090	9
cáscara	62.0	8091	9
facultades	62.0	8092	9
exageradamente	62.0	8093	9
coleccionista	62.0	8094	9
esnob	62.0	8095	9
vladimir	62.0	8096	9
campeonatos	62.0	8097	9
otan	62.0	8098	9
inestabilidad	62.0	8099	9
dirigente	62.0	8100	9
operadores	62.0	8101	9
inflamable	62.0	8102	9
hamburgo	62.0	8103	9
ignacio	62.0	8104	9
aniquilación	62.0	8105	9
mística	62.0	8106	9
prefecto	62.0	8107	9
raquel	62.0	8108	9
jacobo	62.0	8109	9
escepticismo	62.0	8110	9
giratorio	62.0	8111	9
porte	62.0	8112	9
baldosa	62.0	8113	9
locomotora	62.0	8114	9
gobernante	62.0	8115	9
carburador	62.0	8116	9
molino	62.0	8117	9
molinos	62.0	8118	9
relajación	62.0	8119	9
ciclista	62.0	8120	9
ballesta	62.0	8121	9
utopía	62.0	8122	9
acuático	62.0	8123	9
sembrar	62.0	8124	9
asociar	62.0	8125	9
miedoso	62.0	8126	9
irregularidad	62.0	8127	9
cautela	62.0	8128	9
defraudado	61.0	8129	9
casablanca	61.0	8130	9
rugir	61.0	8131	9
transcurso	61.0	8132	9
forestal	61.0	8133	9
carcelero	61.0	8134	9
depresivo	61.0	8135	9
explotación	61.0	8136	9
contienda	61.0	8137	9
impulsivo	61.0	8138	9
zapatero	61.0	8139	9
consenso	61.0	8140	9
mega	61.0	8141	9
singularidad	61.0	8142	9
pique	61.0	8143	9
reciclaje	61.0	8144	9
próspero	61.0	8145	9
monarca	61.0	8146	9
fascinación	61.0	8147	9
inconcebible	61.0	8148	9
positivamente	61.0	8149	9
mantel	61.0	8150	9
urna	61.0	8151	9
incierto	61.0	8152	9
ficticio	61.0	8153	9
albatros	61.0	8154	9
irreversible	61.0	8155	9
prostíbulo	61.0	8156	9
poro	61.0	8157	9
estría	61.0	8158	9
conquistado	61.0	8159	9
marcapaso	61.0	8160	9
ratos	61.0	8161	9
indignación	61.0	8162	9
paterno	61.0	8163	9
sedar	61.0	8164	9
marga	61.0	8165	9
textil	61.0	8166	9
colgante	61.0	8167	9
plancha	61.0	8168	9
ferroviario	61.0	8169	9
exhalar	61.0	8170	9
paterna	61.0	8171	9
dióxido	61.0	8172	9
restablecer	60.0	8173	9
restauración	60.0	8174	9
cetro	60.0	8175	9
cupo	60.0	8176	9
recolección	60.0	8177	9
riviera	60.0	8178	9
craso	60.0	8179	9
rehusar	60.0	8180	9
cochecito	60.0	8181	9
denominar	60.0	8182	9
carisma	60.0	8183	9
vigor	60.0	8184	9
anulado	60.0	8185	9
envoltorio	60.0	8186	9
desdichado	60.0	8187	9
perspectivas	60.0	8188	9
reiniciar	60.0	8189	9
podio	60.0	8190	9
chechenia	60.0	8191	9
grandioso	60.0	8192	9
bravucón	60.0	8193	9
serrano	60.0	8194	9
monumental	60.0	8195	9
ticket	60.0	8196	9
perfeccionar	60.0	8197	9
helio	60.0	8198	9
revolucionaria	60.0	8199	9
melbourne	60.0	8200	9
embarcar	60.0	8201	9
damasco	60.0	8202	9
interrumpido	60.0	8203	9
enredar	60.0	8204	9
promocionar	60.0	8205	9
anchas	60.0	8206	9
irrefutable	60.0	8207	9
calderón	60.0	8208	9
bebedor	60.0	8209	9
matrimonial	60.0	8210	9
abarcar	59.0	8211	9
cana	59.0	8212	9
errante	59.0	8213	9
desesperanza	59.0	8214	9
animador	59.0	8215	9
perjudicial	59.0	8216	9
bragueta	59.0	8217	9
tutor	59.0	8218	9
hipotermia	59.0	8219	9
democrática	59.0	8220	9
cascarrabias	59.0	8221	9
culturales	59.0	8222	9
tinte	59.0	8223	9
porro	59.0	8224	9
carencia	59.0	8225	9
usual	59.0	8226	9
líbano	59.0	8227	9
infiltración	59.0	8228	9
fervor	59.0	8229	9
forcejeo	59.0	8230	9
cinematográfico	59.0	8231	9
enciclopedia	59.0	8232	9
diócesis	59.0	8233	9
vial	59.0	8234	9
cortejo	59.0	8235	9
pantano	59.0	8236	9
moderar	59.0	8237	9
entablar	59.0	8238	9
censo	59.0	8239	9
perversión	59.0	8240	9
húngaro	59.0	8241	9
prioritario	59.0	8242	9
congo	59.0	8243	9
masoquista	59.0	8244	9
fichero	59.0	8245	9
elsa	59.0	8246	9
tanda	59.0	8247	9
yemen	58.0	8248	9
microbio	58.0	8249	9
distorsionado	58.0	8250	9
bancarios	58.0	8251	9
asfixiar	58.0	8252	9
doblemente	58.0	8253	9
sonata	58.0	8254	9
pinos	58.0	8255	9
detonador	58.0	8256	9
patriótico	58.0	8257	9
sanatorio	58.0	8258	9
antaño	58.0	8259	9
foxtrot	58.0	8260	9
electricista	58.0	8261	9
improvisación	58.0	8262	9
abrupto	58.0	8263	9
plus	58.0	8264	9
discípulo	58.0	8265	9
vigilante	58.0	8266	9
moja	58.0	8267	9
sanguijuela	58.0	8268	9
medición	58.0	8269	9
requerimiento	58.0	8270	9
primordial	58.0	8271	9
comarca	58.0	8272	9
casillas	58.0	8273	9
mister	58.0	8274	9
sacerdotisa	58.0	8275	9
agrio	58.0	8276	9
practicante	58.0	8277	9
decreto	58.0	8278	9
lácteo	58.0	8279	9
inevitablemente	58.0	8280	9
degradación	58.0	8281	9
desequilibrio	58.0	8282	9
denunciado	58.0	8283	9
iluminado	58.0	8284	9
triunfador	58.0	8285	9
macedonia	58.0	8286	9
macedonio	58.0	8287	9
contingencia	58.0	8288	9
terrorífico	58.0	8289	9
sórdido	58.0	8290	9
cúbico	57.0	8291	9
variado	57.0	8292	9
fregar	57.0	8293	9
aliada	57.0	8294	9
paladar	57.0	8295	9
antropología	57.0	8296	9
hipoteca	57.0	8297	9
procedente	57.0	8298	9
rascacielos	57.0	8299	9
realización	57.0	8300	9
australianos	57.0	8301	9
irritado	57.0	8302	9
res	57.0	8303	9
centinela	57.0	8304	9
pereza	57.0	8305	9
inconscientemente	57.0	8306	9
marginado	57.0	8307	9
trazar	57.0	8308	9
silva	57.0	8309	9
coordinadora	57.0	8310	9
televidente	57.0	8311	9
urano	57.0	8312	9
zigzag	57.0	8313	9
airlines	57.0	8314	9
observatorio	57.0	8315	9
renacer	57.0	8316	9
fijación	57.0	8317	9
mestizo	57.0	8318	9
ceño	57.0	8319	9
contrabandista	57.0	8320	9
tripulante	57.0	8321	9
coordinado	57.0	8322	9
malherdo	57.0	8323	9
confín	57.0	8324	9
bit	57.0	8325	9
guarnición	57.0	8326	9
conmemorativo	57.0	8327	9
cabelludo	57.0	8328	9
inactivo	57.0	8329	9
cautivar	57.0	8330	9
perforado	57.0	8331	9
marqués	57.0	8332	9
lesionar	56.0	8333	9
gozo	56.0	8334	9
valido	56.0	8335	9
parkinson	56.0	8336	9
marquesa	56.0	8337	9
vigente	56.0	8338	9
parachoques	56.0	8339	9
butaca	56.0	8340	9
decadencia	56.0	8341	9
trazado	56.0	8342	9
confederación	56.0	8343	9
desapercibido	56.0	8344	9
concebido	56.0	8345	9
artillero	56.0	8346	9
anexo	56.0	8347	9
tenaz	56.0	8348	9
nórdico	56.0	8349	9
solito	56.0	8350	9
interrogante	56.0	8351	9
engañoso	56.0	8352	9
vándalo	56.0	8353	9
tenor	56.0	8354	9
enfadar	56.0	8355	9
puñal	56.0	8356	9
finlandia	56.0	8357	9
decatlón	56.0	8358	9
guinness	56.0	8359	9
fracturar	56.0	8360	9
elevación	56.0	8361	9
hinchar	56.0	8362	9
pedal	56.0	8363	9
inválido	55.0	8364	9
selectivo	55.0	8365	9
nominar	55.0	8366	9
indulgencia	55.0	8367	9
atormentar	55.0	8368	9
nodo	55.0	8369	9
burlado	55.0	8370	9
exiliado	55.0	8371	9
rubén	55.0	8372	9
javi	55.0	8373	9
contagio	55.0	8374	9
libanés	55.0	8375	9
descaradamente	55.0	8376	9
pintora	55.0	8377	9
disminución	55.0	8378	9
delatar	55.0	8379	9
pacifista	55.0	8380	9
gnomo	55.0	8381	9
guardado	55.0	8382	9
quebec	55.0	8383	9
repaso	55.0	8384	9
latinoamérica	55.0	8385	9
abundar	55.0	8386	9
doscientas	55.0	8387	9
atributo	55.0	8388	9
cuestas	55.0	8389	9
nieva	55.0	8390	9
inundar	55.0	8391	9
encrucijada	55.0	8392	9
legislador	55.0	8393	9
bengala	55.0	8394	9
deforme	55.0	8395	9
valencia	55.0	8396	9
aleación	55.0	8397	9
vicepresidenta	55.0	8398	9
chimenea	55.0	8399	9
emblema	55.0	8400	9
inesperadamente	55.0	8401	9
resta	55.0	8402	9
plagado	54.0	8403	9
tobogán	54.0	8404	9
escobar	54.0	8405	9
fallecimiento	54.0	8406	9
agotamiento	54.0	8407	9
señalado	54.0	8408	9
cónyuge	54.0	8409	9
inhibición	54.0	8410	9
pretendiente	54.0	8411	9
ampliamente	54.0	8412	9
gobernado	54.0	8413	9
hombría	54.0	8414	9
póster	54.0	8415	9
logística	54.0	8416	9
considerablemente	54.0	8417	9
amenazante	54.0	8418	9
reanudar	54.0	8419	9
boleta	54.0	8420	9
chucho	54.0	8421	9
autenticidad	54.0	8422	9
premisa	54.0	8423	9
refrán	54.0	8424	9
inadvertido	54.0	8425	9
asaltante	54.0	8426	9
reciclar	54.0	8427	9
exportación	54.0	8428	9
alfonso	54.0	8429	9
santiamén	54.0	8430	9
ortiz	54.0	8431	9
fortuito	54.0	8432	9
catalogar	54.0	8433	9
alarde	54.0	8434	9
localidad	54.0	8435	9
maleficio	54.0	8436	9
propulsor	54.0	8437	9
reparo	54.0	8438	9
inyectar	54.0	8439	9
servidumbre	54.0	8440	9
letrero	54.0	8441	9
bobina	53.0	8442	9
objetar	53.0	8443	9
merodear	53.0	8444	9
altísimo	53.0	8445	9
costal	53.0	8446	9
mendoza	53.0	8447	9
adjetivo	53.0	8448	9
malasia	53.0	8449	9
cabellera	53.0	8450	9
deducción	53.0	8451	9
aislante	53.0	8452	9
neurológico	53.0	8453	9
retención	53.0	8454	9
históricamente	53.0	8455	9
enfado	53.0	8456	9
perturbar	53.0	8457	9
pisando	53.0	8458	9
validez	53.0	8459	9
incurable	53.0	8460	9
salzburgo	53.0	8461	9
malasio	53.0	8462	9
coleccionar	53.0	8463	9
avalar	53.0	8464	9
aduanas	53.0	8465	9
tabú	53.0	8466	9
electrodoméstico	53.0	8467	9
precario	53.0	8468	9
redactor	53.0	8469	9
tumbar	53.0	8470	9
expirar	53.0	8471	9
averiar	53.0	8472	9
sindicatos	53.0	8473	9
incendiario	53.0	8474	9
disimular	53.0	8475	9
incondicionalmente	53.0	8476	9
evolutivo	53.0	8477	9
desviado	53.0	8478	9
pronunciado	53.0	8479	9
precoz	53.0	8480	9
reseñar	53.0	8481	9
néstor	53.0	8482	9
receptivo	53.0	8483	9
cardiólogo	53.0	8484	9
influyente	53.0	8485	9
moderación	53.0	8486	9
efectividad	53.0	8487	9
reproche	53.0	8488	9
intimidación	53.0	8489	9
desolado	53.0	8490	9
apoderado	53.0	8491	9
barbados	53.0	8492	9
horda	53.0	8493	9
largar	53.0	8494	9
apogeo	53.0	8495	9
soldadito	53.0	8496	9
devota	53.0	8497	9
península	53.0	8498	9
suscripción	53.0	8499	9
saliente	53.0	8500	9
boliviano	53.0	8501	9
cosquilleo	53.0	8502	9
escalpelo	53.0	8503	9
desliz	52.0	8504	9
desobediencia	52.0	8505	9
comúnmente	52.0	8506	9
supresión	52.0	8507	9
castellano	52.0	8508	9
ruedo	52.0	8509	9
ingrato	52.0	8510	9
lázaro	52.0	8511	9
monarquía	52.0	8512	9
mercadeo	52.0	8513	9
cristalino	52.0	8514	9
nombramiento	52.0	8515	9
reelección	52.0	8516	9
camping	52.0	8517	9
helada	52.0	8518	9
reo	52.0	8519	9
refrigeración	52.0	8520	9
descendencia	52.0	8521	9
afinidad	52.0	8522	9
vasco	52.0	8523	9
ambiguo	52.0	8524	9
incorporado	52.0	8525	9
novelista	52.0	8526	9
dentífrico	52.0	8527	9
forjar	52.0	8528	9
intrépido	52.0	8529	9
uganda	52.0	8530	9
frotar	52.0	8531	9
tala	52.0	8532	9
sumario	52.0	8533	9
clero	52.0	8534	9
cinismo	52.0	8535	9
monedero	52.0	8536	9
riego	52.0	8537	9
natalia	52.0	8538	9
dote	52.0	8539	9
individualmente	52.0	8540	9
escénico	52.0	8541	9
ion	51.0	8542	9
aproximado	51.0	8543	9
abusivo	51.0	8544	9
jerez	51.0	8545	9
lucro	51.0	8546	9
soneto	51.0	8547	9
vetar	51.0	8548	9
ecologista	51.0	8549	9
dictado	51.0	8550	9
dispersión	51.0	8551	9
congelación	51.0	8552	9
intromisión	51.0	8553	9
narrar	51.0	8554	9
prescindir	51.0	8555	9
típicamente	51.0	8556	9
canalizar	51.0	8557	9
hazañas	51.0	8558	9
vísperas	51.0	8559	9
sepultado	51.0	8560	9
apreciación	51.0	8561	9
inflación	51.0	8562	9
oprimir	51.0	8563	9
clavado	51.0	8564	9
compinche	51.0	8565	9
mariano	51.0	8566	9
solidario	51.0	8567	9
retina	51.0	8568	9
alojar	51.0	8569	9
educativa	51.0	8570	9
reingreso	51.0	8571	9
malversación	51.0	8572	9
lejanos	51.0	8573	9
comisiones	51.0	8574	9
deseable	51.0	8575	9
ibiza	51.0	8576	9
mauro	51.0	8577	9
trafico	51.0	8578	9
remover	51.0	8579	9
cerco	51.0	8580	9
diva	51.0	8581	9
belén	51.0	8582	9
turba	51.0	8583	9
electrónicas	51.0	8584	9
fosa	51.0	8585	9
equilibrar	51.0	8586	9
tendón	51.0	8587	9
aragón	51.0	8588	9
repertorio	51.0	8589	9
combatientes	51.0	8590	9
trabado	51.0	8591	9
tecnológica	51.0	8592	9
pesquero	51.0	8593	9
climático	51.0	8594	9
fluctuación	51.0	8595	9
deficiente	51.0	8596	9
bi	50.0	8597	9
alfiler	50.0	8598	9
ocio	50.0	8599	9
documentar	50.0	8600	9
premonición	50.0	8601	9
divinidad	50.0	8602	9
delictivo	50.0	8603	9
revestimiento	50.0	8604	9
pericia	50.0	8605	9
progresista	50.0	8606	9
interceptar	50.0	8607	9
bruscamente	50.0	8608	9
derrotas	50.0	8609	9
europeas	50.0	8610	9
turbo	50.0	8611	9
consistencia	50.0	8612	9
gravitacional	50.0	8613	9
pícaro	50.0	8614	9
borrón	50.0	8615	9
sintonía	50.0	8616	9
inexistente	50.0	8617	9
capote	50.0	8618	9
arrasado	50.0	8619	9
clonación	50.0	8620	9
comparecer	50.0	8621	9
remolacha	50.0	8622	9
ridículamente	50.0	8623	9
ribera	50.0	8624	9
previsión	50.0	8625	9
metralla	50.0	8626	9
magno	50.0	8627	9
subjetivo	50.0	8628	9
dureza	50.0	8629	9
enjuiciar	50.0	8630	9
coliseo	50.0	8631	9
plantilla	50.0	8632	9
luisiana	50.0	8633	9
narrador	50.0	8634	9
aflojar	50.0	8635	9
torcer	50.0	8636	9
periodístico	50.0	8637	9
barajar	50.0	8638	9
dimitir	50.0	8639	9
polémico	50.0	8640	9
disperso	50.0	8641	9
trascender	50.0	8642	9
subsuelo	49.0	8643	9
innegable	49.0	8644	9
secretaría	49.0	8645	9
manila	49.0	8646	9
muleta	49.0	8647	9
golfista	49.0	8648	9
flamante	49.0	8649	9
reformado	49.0	8650	9
mónaco	49.0	8651	9
inmaculada	49.0	8652	9
pelaje	49.0	8653	9
pomada	49.0	8654	9
diagonal	49.0	8655	9
minimizar	49.0	8656	9
reverso	49.0	8657	9
comestible	49.0	8658	9
simetría	49.0	8659	9
enérgico	49.0	8660	9
sueca	49.0	8661	9
hijastra	49.0	8662	9
perseverancia	49.0	8663	9
insistencia	49.0	8664	9
nepal	49.0	8665	9
diálogos	49.0	8666	9
rebeldía	49.0	8667	9
llamativo	49.0	8668	9
tez	49.0	8669	9
mosquetero	49.0	8670	9
mosqueteros	49.0	8671	9
atlas	49.0	8672	9
adverso	49.0	8673	9
amadeo	49.0	8674	9
confiscar	49.0	8675	9
merengue	49.0	8676	9
fomentar	49.0	8677	9
abominable	49.0	8678	9
retoque	49.0	8679	9
timidez	49.0	8680	9
tapiz	49.0	8681	9
disolución	49.0	8682	9
urbanas	49.0	8683	9
decididamente	49.0	8684	9
plazos	49.0	8685	9
anteayer	49.0	8686	9
sistemáticamente	49.0	8687	9
diestro	49.0	8688	9
buitre	49.0	8689	9
sobresalir	49.0	8690	9
acortar	49.0	8691	9
bochornoso	49.0	8692	9
biológicamente	49.0	8693	9
listón	49.0	8694	9
inaccesible	49.0	8695	9
garza	49.0	8696	9
agricultor	49.0	8697	9
ramiro	49.0	8698	9
negatividad	48.0	8699	9
gacela	48.0	8700	9
residencias	48.0	8701	9
protagonizado	48.0	8702	9
baboso	48.0	8703	9
valoración	48.0	8704	9
contingente	48.0	8705	9
semejanza	48.0	8706	9
litio	48.0	8707	9
nicaragua	48.0	8708	9
armagedón	48.0	8709	9
tapia	48.0	8710	9
vertedero	48.0	8711	9
frívolo	48.0	8712	9
regeneración	48.0	8713	9
elector	48.0	8714	9
sensacionalista	48.0	8715	9
electrodo	48.0	8716	9
naufragio	48.0	8717	9
remodelación	48.0	8718	9
forzoso	48.0	8719	9
progresivo	48.0	8720	9
currar	48.0	8721	9
concretamente	48.0	8722	9
pactar	48.0	8723	9
allegado	48.0	8724	9
excéntrica	48.0	8725	9
vulcano	48.0	8726	9
botánico	48.0	8727	9
holandesa	48.0	8728	9
abad	48.0	8729	9
concilio	48.0	8730	9
filial	48.0	8731	9
eslogan	48.0	8732	9
perseguido	48.0	8733	9
descalzo	48.0	8734	9
persistir	48.0	8735	9
cómodamente	48.0	8736	9
tópico	48.0	8737	9
impedimento	48.0	8738	9
mariana	48.0	8739	9
desgarrador	48.0	8740	9
onza	48.0	8741	9
cabañas	48.0	8742	9
apresurar	48.0	8743	9
contraataque	48.0	8744	9
alineados	48.0	8745	9
matanzas	48.0	8746	9
asentamiento	47.0	8747	9
hachís	47.0	8748	9
trasfondo	47.0	8749	9
innovación	47.0	8750	9
previsible	47.0	8751	9
caudal	47.0	8752	9
acatar	47.0	8753	9
avería	47.0	8754	9
montículo	47.0	8755	9
márquez	47.0	8756	9
brasileña	47.0	8757	9
dorso	47.0	8758	9
carina	47.0	8759	9
triunfos	47.0	8760	9
ilógico	47.0	8761	9
fusilamiento	47.0	8762	9
asentar	47.0	8763	9
desequilibrado	47.0	8764	9
bernardo	47.0	8765	9
coqueta	47.0	8766	9
estancar	47.0	8767	9
tutela	47.0	8768	9
latinoamericano	47.0	8769	9
apenar	47.0	8770	9
santana	47.0	8771	9
codificación	47.0	8772	9
accesorio	47.0	8773	9
sonámbulo	47.0	8774	9
privación	47.0	8775	9
caritativo	47.0	8776	9
desalojo	47.0	8777	9
añadido	47.0	8778	9
valorado	47.0	8779	9
distribuidor	47.0	8780	9
atlética	47.0	8781	9
descapotable	47.0	8782	9
fascismo	47.0	8783	9
dócil	47.0	8784	9
ligamento	47.0	8785	9
cucharada	47.0	8786	9
ismael	47.0	8787	9
espiritualidad	47.0	8788	9
gamba	47.0	8789	9
agravar	47.0	8790	9
minusválido	47.0	8791	9
acreedor	47.0	8792	9
rareza	47.0	8793	9
decadente	47.0	8794	9
etíope	47.0	8795	9
barcaza	47.0	8796	9
aurelio	47.0	8797	9
rotundo	46.0	8798	9
abastecer	46.0	8799	9
decretar	46.0	8800	9
imprudencia	46.0	8801	9
degradado	46.0	8802	9
nirvana	46.0	8803	9
vigilia	46.0	8804	9
supremacía	46.0	8805	9
adjudicar	46.0	8806	9
kaiser	46.0	8807	9
alcaldesa	46.0	8808	9
desatado	46.0	8809	9
comerciar	46.0	8810	9
infinitamente	46.0	8811	9
primate	46.0	8812	9
antelación	46.0	8813	9
encarnación	46.0	8814	9
fortune	46.0	8815	9
paquistaní	46.0	8816	9
revolucionarios	46.0	8817	9
fm	46.0	8818	9
remitir	46.0	8819	9
amarrar	46.0	8820	9
estandarte	46.0	8821	9
ahuyentar	46.0	8822	9
azteca	46.0	8823	9
existencial	46.0	8824	9
dimisión	46.0	8825	9
caprichoso	46.0	8826	9
temática	46.0	8827	9
derretir	46.0	8828	9
esgrima	46.0	8829	9
anhelar	46.0	8830	9
saquear	46.0	8831	9
emisor	46.0	8832	9
sombrilla	46.0	8833	9
estipular	46.0	8834	9
batista	46.0	8835	9
canibalismo	46.0	8836	9
humanitaria	46.0	8837	9
cancún	46.0	8838	9
conveniencia	46.0	8839	9
versace	46.0	8840	9
incomprensible	46.0	8841	9
desconcertado	46.0	8842	9
escultor	46.0	8843	9
mitin	46.0	8844	9
ardor	46.0	8845	9
aversión	46.0	8846	9
jefatura	46.0	8847	9
jordano	45.0	8848	9
encabezado	45.0	8849	9
júbilo	45.0	8850	9
prudencia	45.0	8851	9
abracadabra	45.0	8852	9
caucho	45.0	8853	9
mojar	45.0	8854	9
promocional	45.0	8855	9
capacitación	45.0	8856	9
chileno	45.0	8857	9
impotencia	45.0	8858	9
prematuramente	45.0	8859	9
medellín	45.0	8860	9
cátedra	45.0	8861	9
estereotipo	45.0	8862	9
ortega	45.0	8863	9
desagradar	45.0	8864	9
distintivo	45.0	8865	9
explanada	45.0	8866	9
aniquilar	45.0	8867	9
regocijo	45.0	8868	9
asesoría	45.0	8869	9
posgrado	45.0	8870	9
vencimiento	45.0	8871	9
carismático	45.0	8872	9
hiriente	45.0	8873	9
falsedad	45.0	8874	9
incomodar	45.0	8875	9
respectivo	45.0	8876	9
inquieto	45.0	8877	9
pórtico	45.0	8878	9
objetividad	45.0	8879	9
adivinanza	45.0	8880	9
empeñado	45.0	8881	9
compatibilidad	45.0	8882	9
vasto	45.0	8883	9
pollito	45.0	8884	9
cilindro	45.0	8885	9
azafrán	45.0	8886	9
autónomo	45.0	8887	9
mísero	45.0	8888	9
terrenal	45.0	8889	9
comodín	45.0	8890	9
entretanto	45.0	8891	9
coacción	45.0	8892	9
liceo	45.0	8893	9
diluvio	45.0	8894	9
quirúrgico	45.0	8895	9
celta	45.0	8896	9
alistar	45.0	8897	9
tardío	45.0	8898	9
enfriamiento	45.0	8899	9
corazoncito	45.0	8900	9
llaga	45.0	8901	9
envoltura	45.0	8902	9
cabecilla	45.0	8903	9
prestación	45.0	8904	9
propiamente	45.0	8905	9
premiar	45.0	8906	9
fealdad	45.0	8907	9
galera	44.0	8908	9
espontáneamente	44.0	8909	9
rehabilitar	44.0	8910	9
perteneciente	44.0	8911	9
muscular	44.0	8912	9
capri	44.0	8913	9
consultora	44.0	8914	9
ucraniano	44.0	8915	9
admiradora	44.0	8916	9
veintiséis	44.0	8917	9
clarísimo	44.0	8918	9
gradual	44.0	8919	9
alimentario	44.0	8920	9
desestimar	44.0	8921	9
transportado	44.0	8922	9
constelación	44.0	8923	9
paréntesis	44.0	8924	9
significativamente	44.0	8925	9
exceder	44.0	8926	9
rajar	44.0	8927	9
sumado	44.0	8928	9
restaurado	44.0	8929	9
cegado	44.0	8930	9
indirectamente	44.0	8931	9
hereditario	44.0	8932	9
contiguo	44.0	8933	9
escorpión	44.0	8934	9
mediático	44.0	8935	9
bambalina	44.0	8936	9
bofetadas	44.0	8937	9
discrepar	44.0	8938	9
complejidad	44.0	8939	9
petardo	44.0	8940	9
rotura	44.0	8941	9
corpulento	44.0	8942	9
expansivo	44.0	8943	9
jovial	44.0	8944	9
replicar	44.0	8945	9
afán	44.0	8946	9
licenciatura	44.0	8947	9
tecla	44.0	8948	9
oyente	44.0	8949	9
jordania	44.0	8950	9
resguardo	44.0	8951	9
sensatez	44.0	8952	9
lúgubre	44.0	8953	9
deportar	44.0	8954	9
subrayar	44.0	8955	9
irritación	44.0	8956	9
porvenir	44.0	8957	9
certero	44.0	8958	9
simulación	44.0	8959	9
prevención	44.0	8960	9
concertar	44.0	8961	9
culinario	44.0	8962	9
reclamado	44.0	8963	9
intencionado	44.0	8964	9
opus	44.0	8965	9
bali	44.0	8966	9
orbital	44.0	8967	9
tallado	43.0	8968	9
mancomunidad	43.0	8969	9
momentáneo	43.0	8970	9
soberanía	43.0	8971	9
sondeo	43.0	8972	9
tribal	43.0	8973	9
olímpicos	43.0	8974	9
polímero	43.0	8975	9
alusión	43.0	8976	9
lastre	43.0	8977	9
escorpio	43.0	8978	9
bulgaria	43.0	8979	9
probador	43.0	8980	9
deparar	43.0	8981	9
ponce	43.0	8982	9
abanico	43.0	8983	9
acidez	43.0	8984	9
aeródromo	43.0	8985	9
seductor	43.0	8986	9
grata	43.0	8987	9
resbaladizo	43.0	8988	9
desnudar	43.0	8989	9
militante	43.0	8990	9
obscenidad	43.0	8991	9
peldaño	43.0	8992	9
subvención	43.0	8993	9
osadía	43.0	8994	9
presidenciales	43.0	8995	9
rosca	43.0	8996	9
levemente	43.0	8997	9
yodo	43.0	8998	9
celebrado	43.0	8999	9
nintendo	43.0	9000	9
bordado	43.0	9001	10
excursionista	43.0	9002	10
copenhague	43.0	9003	10
macabro	43.0	9004	10
enlazar	43.0	9005	10
espejismo	43.0	9006	10
proseguir	43.0	9007	10
impaciencia	43.0	9008	10
nexo	43.0	9009	10
vector	43.0	9010	10
frecuentar	43.0	9011	10
sistemático	43.0	9012	10
prórroga	43.0	9013	10
gaviota	43.0	9014	10
padrino	43.0	9015	10
esternón	43.0	9016	10
legitimidad	43.0	9017	10
cristóbal	43.0	9018	10
caverna	43.0	9019	10
recetar	42.0	9020	10
confrontar	42.0	9021	10
conmemorar	42.0	9022	10
patológico	42.0	9023	10
tesorería	42.0	9024	10
balonmano	42.0	9025	10
importantísimo	42.0	9026	10
saga	42.0	9027	10
alejandría	42.0	9028	10
visado	42.0	9029	10
incesante	42.0	9030	10
walkman	42.0	9031	10
patrocinio	42.0	9032	10
providencia	42.0	9033	10
todoterreno	42.0	9034	10
pancarta	42.0	9035	10
