lemma	frequency	rank	band_id
dibujo	1106.0	2157	3
sopa	1106.0	2158	3
mato	1102.0	2159	3
abandonado	1101.0	2160	3
bravo	1101.0	2161	3
bolas	1101.0	2162	3
saludo	1101.0	2163	3
invitación	1100.0	2164	3
líneas	1100.0	2165	3
espacial	1100.0	2166	3
arrojar	1098.0	2167	3
atraer	1098.0	2168	3
pulmón	1098.0	2169	3
mudar	1097.0	2170	3
incidente	1096.0	2171	3
experimento	1096.0	2172	3
cajas	1096.0	2173	3
teta	1095.0	2174	3
trabajador	1094.0	2175	3
violento	1093.0	2176	3
japonés	1093.0	2177	3
gasolina	1092.0	2178	3
raza	1091.0	2179	3
ignorar	1091.0	2180	3
alimentar	1090.0	2181	3
reserva	1089.0	2182	3
capacidad	1088.0	2183	3
crema	1088.0	2184	3
médica	1087.0	2185	3
rápida	1087.0	2186	3
rica	1086.0	2187	3
mortal	1086.0	2188	3
comportamiento	1085.0	2189	3
rezar	1085.0	2190	3
internacional	1085.0	2191	3
confesar	1085.0	2192	3
vaso	1084.0	2193	3
batería	1083.0	2194	3
andrea	1083.0	2195	3
pura	1079.0	2196	3
prohibido	1079.0	2197	3
béisbol	1077.0	2198	3
español	1076.0	2199	3
horario	1075.0	2200	3
barra	1074.0	2201	3
frase	1074.0	2202	3
vendedor	1074.0	2203	3
pasajero	1072.0	2204	3
leyenda	1071.0	2205	3
sonreír	1071.0	2206	3
suelta	1071.0	2207	3
medios	1071.0	2208	3
cerebral	1070.0	2209	3
resistir	1067.0	2210	3
marco	1066.0	2211	3
preocupación	1064.0	2212	3
cierre	1064.0	2213	3
garganta	1063.0	2214	3
estatal	1062.0	2215	3
bota	1062.0	2216	3
ciertamente	1061.0	2217	3
reportar	1060.0	2218	3
balón	1059.0	2219	3
comité	1058.0	2220	3
arrestado	1058.0	2221	3
beneficio	1056.0	2222	3
mate	1056.0	2223	3
primavera	1055.0	2224	3
abrigo	1054.0	2225	3
miel	1053.0	2226	3
sorprendido	1053.0	2227	3
física	1053.0	2228	3
castigo	1051.0	2229	3
elegante	1050.0	2230	3
activo	1049.0	2231	3
organización	1047.0	2232	3
recibo	1046.0	2233	3
escondido	1046.0	2234	3
reducir	1044.0	2235	3
emocionante	1044.0	2236	3
moral	1041.0	2237	3
tele	1041.0	2238	3
vía	1041.0	2239	3
procedimiento	1040.0	2240	3
mágico	1039.0	2241	3
apellido	1039.0	2242	3
miami	1038.0	2243	3
período	1037.0	2244	3
comisario	1036.0	2245	3
asustar	1035.0	2246	3
casualidad	1034.0	2247	3
discusión	1033.0	2248	3
papas	1033.0	2249	3
pantalla	1032.0	2250	3
religión	1032.0	2251	3
julio	1032.0	2252	3
detenido	1032.0	2253	3
extraordinario	1031.0	2254	3
tropa	1031.0	2255	3
paciencia	1030.0	2256	3
cruz	1030.0	2257	3
productor	1030.0	2258	3
treinta	1030.0	2259	3
pretender	1029.0	2260	3
iniciar	1027.0	2261	3
alumno	1027.0	2262	3
consciente	1026.0	2263	3
reservar	1024.0	2264	3
graduación	1022.0	2265	3
generación	1021.0	2266	3
jugada	1021.0	2267	3
vídeo	1019.0	2268	3
marina	1019.0	2269	3
sensible	1018.0	2270	3
faltan	1017.0	2271	3
relacionado	1016.0	2272	3
reino	1016.0	2273	3
caramba	1016.0	2274	3
signo	1014.0	2275	3
impuestos	1013.0	2276	3
nadar	1013.0	2277	3
revelar	1012.0	2278	3
rodillas	1011.0	2279	3
coño	1010.0	2280	3
socorro	1009.0	2281	3
negociar	1007.0	2282	3
quince	1006.0	2283	3
lógico	1006.0	2284	3
fiebre	1005.0	2285	3
presionar	1004.0	2286	3
patio	1004.0	2287	3
pánico	1004.0	2288	3
mayores	1003.0	2289	3
patrón	1003.0	2290	3
arena	1002.0	2291	3
ron	1000.0	2292	3
metal	1000.0	2293	3
florida	998.0	2294	3
honestamente	997.0	2295	3
invierno	997.0	2296	3
ave	996.0	2297	3
temperatura	995.0	2298	3
león	994.0	2299	3
lobo	994.0	2300	3
sostener	994.0	2301	3
diseño	992.0	2302	3
religioso	992.0	2303	3
agarra	991.0	2304	3
grabación	990.0	2305	3
precisamente	988.0	2306	3
robot	988.0	2307	3
hijas	988.0	2308	3
industria	986.0	2309	3
lesbiano	986.0	2310	3
cómico	986.0	2311	3
operar	986.0	2312	3
infección	985.0	2313	3
muestras	985.0	2314	3
cristo	984.0	2315	3
humanidad	984.0	2316	3
prácticamente	983.0	2317	3
sugerir	982.0	2318	3
mancha	981.0	2319	3
mezclar	981.0	2320	3
convertido	980.0	2321	3
corredor	978.0	2322	3
paredes	978.0	2323	3
sabio	976.0	2324	3
instrucción	975.0	2325	3
alejado	973.0	2326	3
medianoche	972.0	2327	3
naranja	971.0	2328	3
cubierta	970.0	2329	3
gemelo	969.0	2330	3
impresionar	969.0	2331	3
sentada	969.0	2332	3
frecuencia	968.0	2333	3
nacido	968.0	2334	3
harto	967.0	2335	3
prohibir	966.0	2336	3
vecindario	965.0	2337	3
superficie	965.0	2338	3
billete	964.0	2339	3
instante	963.0	2340	3
considerado	961.0	2341	3
complejo	961.0	2342	3
descubierto	961.0	2343	3
sobrino	961.0	2344	3
reputación	959.0	2345	3
personalidad	959.0	2346	3
sammy	959.0	2347	3
miranda	959.0	2348	3
queja	959.0	2349	3
lata	958.0	2350	3
nube	958.0	2351	3
actuación	955.0	2352	3
emocionado	955.0	2353	3
tono	955.0	2354	3
lord	955.0	2355	3
quieto	954.0	2356	3
recursos	954.0	2357	3
encantada	952.0	2358	3
aprecio	951.0	2359	3
cinturón	951.0	2360	3
irak	948.0	2361	3
generoso	948.0	2362	3
gritos	947.0	2363	3
cabezas	947.0	2364	3
grano	946.0	2365	3
pariente	946.0	2366	3
risa	946.0	2367	3
ascensor	945.0	2368	3
efectos	944.0	2369	3
salto	944.0	2370	3
seno	943.0	2371	3
símbolo	942.0	2372	3
vaciar	941.0	2373	3
homosexual	941.0	2374	3
libra	941.0	2375	3
expresión	940.0	2376	3
miércoles	937.0	2377	3
femenino	937.0	2378	3
mel	936.0	2379	3
americanos	935.0	2380	3
gerente	934.0	2381	3
cristal	934.0	2382	3
empujar	933.0	2383	3
representante	930.0	2384	3
garaje	929.0	2385	3
auténtico	929.0	2386	3
ideal	928.0	2387	3
terreno	927.0	2388	3
cristiano	927.0	2389	3
actual	926.0	2390	3
aclarar	926.0	2391	3
fruta	925.0	2392	3
asalto	925.0	2393	3
francamente	924.0	2394	3
biblia	923.0	2395	3
probabilidad	922.0	2396	3
moderno	921.0	2397	3
vaquero	921.0	2398	3
voluntario	921.0	2399	3
cultura	919.0	2400	3
interrumpir	919.0	2401	3
serena	918.0	2402	3
explosivo	918.0	2403	3
conversar	918.0	2404	3
basado	918.0	2405	3
miserable	917.0	2406	3
audiencia	917.0	2407	3
misil	916.0	2408	3
presentación	916.0	2409	3
aliento	916.0	2410	3
sabor	915.0	2411	3
furioso	915.0	2412	3
división	914.0	2413	3
lágrima	914.0	2414	3
tracy	913.0	2415	3
alcance	913.0	2416	3
desgracia	913.0	2417	3
actriz	912.0	2418	3
conseguido	912.0	2419	3
fijar	911.0	2420	3
vencido	909.0	2421	3
infantil	907.0	2422	3
misterioso	906.0	2423	3
actividad	906.0	2424	3
universitario	906.0	2425	3
pondrá	906.0	2426	3
aniversario	905.0	2427	3
secuestro	905.0	2428	3
pecar	902.0	2429	3
plástico	902.0	2430	3
borrar	901.0	2431	3
sacerdote	901.0	2432	3
antonio	901.0	2433	3
británico	900.0	2434	3
autorizar	900.0	2435	3
nacimiento	899.0	2436	3
chip	899.0	2437	3
dormitorio	899.0	2438	3
lectura	898.0	2439	3
joya	897.0	2440	3
sangrar	895.0	2441	3
violación	895.0	2442	3
acceder	895.0	2443	3
raíz	894.0	2444	3
intereses	894.0	2445	3
pez	894.0	2446	3
francisco	893.0	2447	3
prestado	893.0	2448	3
vivido	892.0	2449	3
heroína	892.0	2450	3
herramienta	892.0	2451	3
piano	892.0	2452	3
fácilmente	890.0	2453	3
patético	890.0	2454	3
sentenciar	890.0	2455	3
solitario	890.0	2456	3
puerto	889.0	2457	3
receta	889.0	2458	3
avanzado	888.0	2459	3
tragedia	888.0	2460	3
castillo	886.0	2461	3
publicar	886.0	2462	3
moto	884.0	2463	3
micrófono	883.0	2464	3
método	883.0	2465	3
ceremonia	882.0	2466	3
escape	881.0	2467	3
básico	881.0	2468	3
convencido	880.0	2469	3
tradición	880.0	2470	3
pública	878.0	2471	3
desafortunadamente	877.0	2472	3
sacrificio	877.0	2473	3
gasto	876.0	2474	3
lavar	875.0	2475	3
caza	874.0	2476	3
gobernador	874.0	2477	3
encanto	873.0	2478	3
india	873.0	2479	3
eterno	872.0	2480	3
josé	872.0	2481	3
urgente	872.0	2482	3
conscientemente	871.0	2483	3
acordar	871.0	2484	3
manda	870.0	2485	3
solicitar	870.0	2486	3
sucedido	870.0	2487	3
transmisión	870.0	2488	3
lanzamiento	869.0	2489	3
potencial	869.0	2490	3
veneno	869.0	2491	3
prioridad	869.0	2492	3
pato	868.0	2493	3
propuesto	868.0	2494	3
antecedente	866.0	2495	3
técnica	866.0	2496	3
gastar	865.0	2497	3
coincidir	863.0	2498	3
diseñar	863.0	2499	3
adicto	862.0	2500	3
advertencia	862.0	2501	3
mago	861.0	2502	3
logro	861.0	2503	3
generalmente	861.0	2504	3
carro	861.0	2505	3
fracasar	860.0	2506	3
autopista	859.0	2507	3
máquinas	859.0	2508	3
cuadrar	859.0	2509	3
comunicar	858.0	2510	3
paraíso	858.0	2511	3
surgir	858.0	2512	3
retrasar	857.0	2513	3
crítica	857.0	2514	3
aparato	856.0	2515	3
planeado	856.0	2516	3
rodeado	856.0	2517	3
recientemente	855.0	2518	3
candidato	854.0	2519	3
cocaína	853.0	2520	3
militares	853.0	2521	3
absurdo	851.0	2522	3
boston	851.0	2523	3
describir	850.0	2524	3
casco	850.0	2525	3
masa	849.0	2526	3
capa	848.0	2527	3
liga	848.0	2528	3
pulso	848.0	2529	3
acostumbrado	848.0	2530	3
trozo	847.0	2531	3
determinar	845.0	2532	3
roca	845.0	2533	3
cartel	845.0	2534	3
limpieza	844.0	2535	3
comando	843.0	2536	3
oficialmente	842.0	2537	3
sospecha	841.0	2538	3
territorio	841.0	2539	3
noble	840.0	2540	3
decente	840.0	2541	3
abrazo	840.0	2542	3
consecuencias	840.0	2543	3
razonable	837.0	2544	3
flotar	837.0	2545	3
refugio	835.0	2546	3
conducta	835.0	2547	3
agenda	835.0	2548	3
gallina	835.0	2549	3
molestia	834.0	2550	3
ingresar	834.0	2551	3
poseer	834.0	2552	3
ó	833.0	2553	3
ejecutivo	833.0	2554	3
conde	833.0	2555	3
figura	832.0	2556	3
prima	831.0	2557	3
ganancia	830.0	2558	3
mexicano	829.0	2559	3
borde	829.0	2560	3
oz	829.0	2561	3
agradecido	828.0	2562	3
retirado	827.0	2563	3
creado	826.0	2564	3
experimentar	826.0	2565	3
arreglado	826.0	2566	3
in	825.0	2567	3
ramo	824.0	2568	3
solar	822.0	2569	3
griego	822.0	2570	3
esperanzas	821.0	2571	3
refuerzo	821.0	2572	3
genético	819.0	2573	3
asistir	818.0	2574	3
jefa	818.0	2575	3
obligado	817.0	2576	3
templo	817.0	2577	3
finales	816.0	2578	3
preciso	815.0	2579	3
temporal	815.0	2580	3
financiero	814.0	2581	3
psiquiatra	814.0	2582	3
medido	814.0	2583	3
electrónico	813.0	2584	3
regalar	813.0	2585	3
cañón	812.0	2586	3
influencia	810.0	2587	3
específico	810.0	2588	3
autorización	809.0	2589	3
cueva	808.0	2590	3
secretario	808.0	2591	3
bestia	808.0	2592	3
norma	805.0	2593	3
anotar	805.0	2594	3
mecánico	805.0	2595	3
clima	804.0	2596	3
implicar	804.0	2597	3
anunciar	804.0	2598	3
morder	804.0	2599	3
saludable	804.0	2600	3
delicado	803.0	2601	3
perfil	803.0	2602	3
reyes	802.0	2603	3
causado	802.0	2604	3
satisfacer	802.0	2605	3
primar	802.0	2606	3
quejar	800.0	2607	3
carol	799.0	2608	3
idioma	798.0	2609	3
protegido	798.0	2610	3
hígado	798.0	2611	3
norteamericano	798.0	2612	3
medicamento	798.0	2613	3
alianza	798.0	2614	3
propuesta	797.0	2615	3
recompensar	797.0	2616	3
fase	797.0	2617	3
aceite	797.0	2618	3
tripulación	795.0	2619	3
cargado	795.0	2620	3
electricidad	795.0	2621	3
porno	794.0	2622	3
cafetería	794.0	2623	3
espaldas	793.0	2624	3
científicos	793.0	2625	3
táctico	793.0	2626	3
dosis	792.0	2627	3
postre	792.0	2628	3
colección	792.0	2629	3
deprisa	791.0	2630	3
emergencias	791.0	2631	3
traficante	790.0	2632	3
pasaporte	790.0	2633	3
posiblemente	789.0	2634	3
despacho	789.0	2635	3
localizar	789.0	2636	3
i	789.0	2637	3
encargado	788.0	2638	3
bloquear	787.0	2639	3
globo	787.0	2640	3
tubo	786.0	2641	3
rubia	786.0	2642	3
acusación	786.0	2643	3
novela	785.0	2644	3
nací	785.0	2645	3
ubicación	784.0	2646	3
jesucristo	784.0	2647	3
reciente	784.0	2648	3
soltero	784.0	2649	3
césar	784.0	2650	3
lenguaje	784.0	2651	3
encendido	783.0	2652	3
batir	783.0	2653	3
instalación	783.0	2654	3
apariencia	782.0	2655	3
cincuenta	782.0	2656	3
musical	781.0	2657	3
imaginación	780.0	2658	3
calidad	780.0	2659	3
conclusión	780.0	2660	3
tenis	780.0	2661	3
diana	779.0	2662	3
cazador	779.0	2663	3
biológico	779.0	2664	3
tabla	779.0	2665	3
células	778.0	2666	3
órgano	777.0	2667	3
condicional	777.0	2668	3
similar	777.0	2669	3
alemania	777.0	2670	3
comprometer	775.0	2671	3
encajar	774.0	2672	3
adoptar	774.0	2673	3
instituto	774.0	2674	3
teddy	773.0	2675	3
teléfonos	773.0	2676	3
preferido	773.0	2677	3
inconsciente	773.0	2678	3
escolar	773.0	2679	3
medias	773.0	2680	3
poca	772.0	2681	3
patada	771.0	2682	3
residencia	771.0	2683	3
votos	771.0	2684	3
girar	771.0	2685	3
matemático	770.0	2686	3
préstamo	770.0	2687	3
rodear	770.0	2688	3
seguí	769.0	2689	3
septiembre	769.0	2690	3
objeción	769.0	2691	3
sed	769.0	2692	3
dañar	768.0	2693	3
progreso	768.0	2694	3
alejar	768.0	2695	3
lujo	767.0	2696	3
deportes	767.0	2697	3
conservar	766.0	2698	3
prometido	766.0	2699	3
elecciones	765.0	2700	3
cementerio	764.0	2701	3
caída	764.0	2702	3
sentencia	762.0	2703	3
figurar	762.0	2704	3
bárbara	762.0	2705	3
móvil	762.0	2706	3
aceptado	762.0	2707	3
profesora	761.0	2708	3
poema	761.0	2709	3
ángela	760.0	2710	3
lealtad	759.0	2711	3
sorprendente	758.0	2712	3
barrar	757.0	2713	3
aldea	756.0	2714	3
cartera	755.0	2715	3
costumbre	755.0	2716	3
combinación	755.0	2717	3
oponer	755.0	2718	3
callado	754.0	2719	3
sumar	754.0	2720	3
engaño	753.0	2721	3
digital	753.0	2722	3
amanecer	753.0	2723	3
rumbo	752.0	2724	3
enterrado	752.0	2725	3
vietnam	750.0	2726	3
fallecer	749.0	2727	3
indicado	749.0	2728	3
ronda	749.0	2729	3
católico	749.0	2730	3
cabaña	749.0	2731	3
ilusión	748.0	2732	3
primeras	746.0	2733	3
escudo	746.0	2734	3
inversión	746.0	2735	3
puesta	745.0	2736	3
lentamente	745.0	2737	3
músculo	745.0	2738	3
revés	744.0	2739	3
alimento	744.0	2740	3
desafío	743.0	2741	3
producción	743.0	2742	3
cajón	743.0	2743	3
fanático	742.0	2744	3
elemento	742.0	2745	3
líquido	742.0	2746	3
principios	742.0	2747	3
serpiente	742.0	2748	3
rendir	741.0	2749	3
fenómeno	741.0	2750	3
soltar	741.0	2751	3
sufrimiento	741.0	2752	3
flota	740.0	2753	3
oler	740.0	2754	3
cancelar	740.0	2755	3
taller	740.0	2756	3
alquiler	740.0	2757	3
comisión	739.0	2758	3
filme	738.0	2759	3
collar	738.0	2760	3
casino	738.0	2761	3
breve	738.0	2762	3
cantante	737.0	2763	3
construcción	736.0	2764	3
soltera	735.0	2765	3
almacén	734.0	2766	3
policial	734.0	2767	3
pirata	733.0	2768	3
guitarra	732.0	2769	3
corbata	732.0	2770	3
tumor	731.0	2771	3
investigador	731.0	2772	3
admirar	731.0	2773	3
pendiente	731.0	2774	3
romance	731.0	2775	3
contactar	730.0	2776	3
rondar	730.0	2777	3
temor	730.0	2778	3
ana	729.0	2779	3
activar	729.0	2780	3
cortado	729.0	2781	3
técnicamente	728.0	2782	3
once	728.0	2783	3
bandera	728.0	2784	3
destrucción	727.0	2785	3
capital	725.0	2786	3
ayudante	725.0	2787	3
intenso	725.0	2788	3
proceder	724.0	2789	3
química	724.0	2790	3
exponer	724.0	2791	3
rutina	723.0	2792	3
nervio	723.0	2793	3
múltiple	723.0	2794	3
muro	723.0	2795	3
caridad	723.0	2796	3
columna	722.0	2797	3
publicidad	721.0	2798	3
unión	721.0	2799	3
oxígeno	721.0	2800	3
confesión	721.0	2801	3
daños	720.0	2802	3
pagado	720.0	2803	3
eva	719.0	2804	3
corresponder	718.0	2805	3
fascinante	718.0	2806	3
emperador	718.0	2807	3
suspender	718.0	2808	3
tensión	717.0	2809	3
carácter	717.0	2810	3
españa	716.0	2811	3
franco	716.0	2812	3
nazi	716.0	2813	3
divino	715.0	2814	3
encontrarás	715.0	2815	3
esperado	715.0	2816	3
maduro	714.0	2817	3
plazo	713.0	2818	3
ingreso	712.0	2819	3
cuartos	712.0	2820	3
agresivo	711.0	2821	3
piedras	711.0	2822	3
debilidad	710.0	2823	3
resistencia	710.0	2824	3
japón	710.0	2825	3
romano	710.0	2826	3
pájaros	710.0	2827	3
gesto	710.0	2828	3
aterrizar	709.0	2829	3
orinar	709.0	2830	3
grupos	709.0	2831	3
uña	709.0	2832	3
fianza	709.0	2833	3
canta	708.0	2834	3
vital	708.0	2835	3
mediodía	707.0	2836	3
arder	707.0	2837	3
impacto	707.0	2838	3
cima	707.0	2839	3
viajes	706.0	2840	3
dominar	706.0	2841	3
analizar	706.0	2842	3
pluma	706.0	2843	3
ánimo	705.0	2844	3
inicial	705.0	2845	3
simpático	704.0	2846	3
italia	704.0	2847	3
infarto	704.0	2848	3
quemado	703.0	2849	3
satisfecho	703.0	2850	3
pasaje	703.0	2851	3
países	702.0	2852	3
novedad	702.0	2853	3
transformar	701.0	2854	3
sir	701.0	2855	3
fracaso	699.0	2856	3
intercambio	699.0	2857	3
olvido	697.0	2858	3
petróleo	697.0	2859	3
argentino	696.0	2860	3
existencia	696.0	2861	3
fijo	694.0	2862	3
selva	694.0	2863	3
gota	694.0	2864	3
origen	694.0	2865	3
recepción	693.0	2866	3
submarino	693.0	2867	3
cometido	692.0	2868	3
campeonato	692.0	2869	3
pila	692.0	2870	3
fan	692.0	2871	3
cohete	691.0	2872	3
condena	691.0	2873	3
valle	690.0	2874	3
soñando	690.0	2875	3
aérea	690.0	2876	3
pleno	689.0	2877	3
caos	689.0	2878	3
cao	689.0	2879	3
abogada	688.0	2880	3
aumento	688.0	2881	3
tímido	688.0	2882	3
salta	687.0	2883	3
bienes	687.0	2884	3
oportunidades	687.0	2885	3
anónimo	686.0	2886	3
petición	686.0	2887	3
texto	685.0	2888	3
macho	685.0	2889	3
literalmente	684.0	2890	3
rehabilitación	684.0	2891	3
costo	684.0	2892	3
escándalo	684.0	2893	3
ford	684.0	2894	3
civiles	683.0	2895	3
cumplido	683.0	2896	3
carmen	683.0	2897	3
pozo	682.0	2898	3
cabina	681.0	2899	3
secretaria	681.0	2900	3
significado	681.0	2901	3
caramelo	680.0	2902	3
fines	680.0	2903	3
aplauso	680.0	2904	3
sólido	679.0	2905	3
resuelto	679.0	2906	3
bolsas	678.0	2907	3
camarada	678.0	2908	3
toro	677.0	2909	3
verdaderamente	677.0	2910	3
perímetro	677.0	2911	3
permitido	677.0	2912	3
manual	676.0	2913	3
prometida	676.0	2914	3
fiel	675.0	2915	3
miró	675.0	2916	3
rusia	674.0	2917	3
coca	673.0	2918	3
castigar	673.0	2919	3
importe	673.0	2920	3
sinceramente	673.0	2921	3
rebelde	673.0	2922	3
estrategia	673.0	2923	3
concepto	673.0	2924	3
obras	672.0	2925	3
ciudadanos	672.0	2926	3
retiro	672.0	2927	3
administración	672.0	2928	3
exitoso	672.0	2929	3
fran	671.0	2930	3
vidrio	671.0	2931	3
transmitir	670.0	2932	3
conspiración	670.0	2933	3
acostumbrar	670.0	2934	3
fraude	670.0	2935	3
remedio	669.0	2936	3
lamentar	668.0	2937	3
forzar	668.0	2938	3
partida	668.0	2939	3
músico	668.0	2940	3
mueble	667.0	2941	3
excepción	666.0	2942	3
beca	665.0	2943	3
récord	664.0	2944	3
francis	663.0	2945	3
félix	663.0	2946	3
bailando	663.0	2947	3
profundamente	663.0	2948	3
tirado	662.0	2949	3
vicepresidente	662.0	2950	3
digno	662.0	2951	3
invisible	662.0	2952	3
plaza	662.0	2953	3
competir	661.0	2954	3
virginia	661.0	2955	3
amado	661.0	2956	3
preguntado	660.0	2957	3
autorizado	660.0	2958	3
acero	659.0	2959	3
congreso	659.0	2960	3
urgencia	658.0	2961	3
cuarenta	657.0	2962	3
criar	657.0	2963	3
disparado	657.0	2964	3
denunciar	657.0	2965	3
monte	656.0	2966	3
ramos	656.0	2967	3
alterar	655.0	2968	3
ligero	655.0	2969	3
muñeco	654.0	2970	3
maletín	654.0	2971	3
traidor	654.0	2972	3
informado	653.0	2973	3
reverendo	653.0	2974	3
alegre	652.0	2975	3
expresar	651.0	2976	3
carreras	651.0	2977	3
independiente	651.0	2978	3
convenir	651.0	2979	3
delincuente	651.0	2980	3
suicidarse	650.0	2981	3
matemáticas	650.0	2982	3
tortura	650.0	2983	3
opinar	649.0	2984	3
dentista	649.0	2985	3
abuso	649.0	2986	3
verificar	648.0	2987	3
sector	648.0	2988	3
diego	648.0	2989	3
registrado	648.0	2990	3
traición	647.0	2991	3
juguete	646.0	2992	3
sumo	646.0	2993	3
coraje	646.0	2994	3
ligar	646.0	2995	3
maricón	646.0	2996	3
sobra	645.0	2997	3
pito	645.0	2998	3
lotería	645.0	2999	3
letras	645.0	3000	3
patrullar	644.0	3001	4
movimientos	644.0	3002	4
docena	643.0	3003	4
consejero	643.0	3004	4
nieto	642.0	3005	4
debatir	642.0	3006	4
solicitud	642.0	3007	4
deportivo	642.0	3008	4
conectado	642.0	3009	4
patrulla	641.0	3010	4
probado	641.0	3011	4
terror	641.0	3012	4
tejido	640.0	3013	4
desorden	640.0	3014	4
extremadamente	639.0	3015	4
ingeniero	639.0	3016	4
grabado	639.0	3017	4
referencia	639.0	3018	4
academia	639.0	3019	4
mayo	639.0	3020	4
corona	638.0	3021	4
menores	638.0	3022	4
baila	638.0	3023	4
desarrollo	638.0	3024	4
palacio	638.0	3025	4
etapa	637.0	3026	4
asesina	637.0	3027	4
elefante	636.0	3028	4
conflicto	636.0	3029	4
gris	636.0	3030	4
obligación	636.0	3031	4
benjamín	635.0	3032	4
giro	635.0	3033	4
llegada	635.0	3034	4
embarazo	634.0	3035	4
sofía	632.0	3036	4
araña	631.0	3037	4
elevar	631.0	3038	4
alfombra	631.0	3039	4
corporación	631.0	3040	4
pisar	630.0	3041	4
riesgos	630.0	3042	4
logrado	630.0	3043	4
musulmán	629.0	3044	4
tremendo	628.0	3045	4
editor	628.0	3046	4
pacífico	628.0	3047	4
instrumento	628.0	3048	4
población	628.0	3049	4
tomate	627.0	3050	4
facultad	627.0	3051	4
elena	627.0	3052	4
estable	625.0	3053	4
colonia	625.0	3054	4
grasa	625.0	3055	4
derrotar	624.0	3056	4
mason	624.0	3057	4
alfa	624.0	3058	4
vanessa	622.0	3059	4
materia	622.0	3060	4
traducir	622.0	3061	4
instalar	621.0	3062	4
cálculo	620.0	3063	4
exposición	620.0	3064	4
celoso	619.0	3065	4
maíz	619.0	3066	4
almohada	619.0	3067	4
bendición	618.0	3068	4
ebrio	618.0	3069	4
lápiz	617.0	3070	4
creencia	617.0	3071	4
perspectiva	617.0	3072	4
medir	617.0	3073	4
novato	616.0	3074	4
visual	616.0	3075	4
echo	615.0	3076	4
testamento	615.0	3077	4
económico	615.0	3078	4
mantequilla	615.0	3079	4
interpretar	615.0	3080	4
rescatar	615.0	3081	4
advertir	615.0	3082	4
ventas	614.0	3083	4
coordenada	614.0	3084	4
detectar	613.0	3085	4
galería	613.0	3086	4
sufrido	613.0	3087	4
radiación	613.0	3088	4
vuestro	612.0	3089	4
chocar	612.0	3090	4
apreciar	612.0	3091	4
aguas	612.0	3092	4
televisor	611.0	3093	4
aliado	610.0	3094	4
confirmado	610.0	3095	4
avance	610.0	3096	4
injusto	608.0	3097	4
karma	608.0	3098	4
imperio	608.0	3099	4
dieta	608.0	3100	4
octubre	608.0	3101	4
cancha	608.0	3102	4
circo	607.0	3103	4
emocional	606.0	3104	4
noviembre	606.0	3105	4
diagnóstico	606.0	3106	4
sueldo	605.0	3107	4
anderson	605.0	3108	4
azules	605.0	3109	4
conozca	605.0	3110	4
miran	604.0	3111	4
web	604.0	3112	4
pedro	603.0	3113	4
tocado	603.0	3114	4
íntimo	603.0	3115	4
feria	603.0	3116	4
volante	602.0	3117	4
separados	602.0	3118	4
lanza	602.0	3119	4
dorado	601.0	3120	4
novios	601.0	3121	4
permanente	601.0	3122	4
suicida	601.0	3123	4
presa	601.0	3124	4
alivio	600.0	3125	4
arrastrar	600.0	3126	4
buscado	599.0	3127	4
armada	598.0	3128	4
dificultad	598.0	3129	4
masivo	597.0	3130	4
década	597.0	3131	4
jaime	596.0	3132	4
construido	596.0	3133	4
posesión	596.0	3134	4
junio	595.0	3135	4
estructura	595.0	3136	4
supremo	595.0	3137	4
fatal	594.0	3138	4
matas	594.0	3139	4
brindis	594.0	3140	4
fuentes	594.0	3141	4
lesión	594.0	3142	4
programas	594.0	3143	4
manchar	593.0	3144	4
abril	593.0	3145	4
césped	593.0	3146	4
puño	593.0	3147	4
multa	593.0	3148	4
admirador	592.0	3149	4
fuga	592.0	3150	4
extender	592.0	3151	4
diseñado	592.0	3152	4
mojado	592.0	3153	4
masculino	592.0	3154	4
garantía	592.0	3155	4
compasión	591.0	3156	4
sello	590.0	3157	4
exigir	590.0	3158	4
suma	589.0	3159	4
historial	589.0	3160	4
iris	587.0	3161	4
toalla	587.0	3162	4
bebidas	587.0	3163	4
graves	587.0	3164	4
siesta	586.0	3165	4
atreverse	586.0	3166	4
choque	586.0	3167	4
viuda	586.0	3168	4
acudir	586.0	3169	4
piedad	585.0	3170	4
artificial	585.0	3171	4
jaula	585.0	3172	4
respiración	585.0	3173	4
plataforma	585.0	3174	4
cuero	585.0	3175	4
americana	585.0	3176	4
profesionales	584.0	3177	4
demorar	584.0	3178	4
cruzado	584.0	3179	4
cambie	584.0	3180	4
hemorragia	584.0	3181	4
bombero	583.0	3182	4
rifle	583.0	3183	4
bomberos	583.0	3184	4
confundir	583.0	3185	4
reconocimiento	582.0	3186	4
campana	582.0	3187	4
fama	581.0	3188	4
horno	581.0	3189	4
juzgado	581.0	3190	4
baloncesto	581.0	3191	4
constante	581.0	3192	4
reaccionar	581.0	3193	4
invertir	580.0	3194	4
estatua	580.0	3195	4
pasta	579.0	3196	4
liberado	579.0	3197	4
etiqueta	579.0	3198	4
global	578.0	3199	4
rusa	578.0	3200	4
medalla	577.0	3201	4
previo	577.0	3202	4
tenso	577.0	3203	4
manhattan	577.0	3204	4
debate	577.0	3205	4
multitud	576.0	3206	4
afectado	576.0	3207	4
raya	576.0	3208	4
artículos	575.0	3209	4
desfile	575.0	3210	4
pico	575.0	3211	4
retrasado	575.0	3212	4
acento	575.0	3213	4
santos	574.0	3214	4
protector	574.0	3215	4
